,CustomerID,City,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
478,6365-MTGZX,Glendale,34.162515,-118.203869,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,1,71,3068,Support
479,1349-WXNGG,Glendale,34.182378,-118.262922,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,1,66,4710,Support
480,6990-YNRIO,Agoura Hills,34.129058,-118.759788,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,1,79,6120,Support
481,0621-TWIEM,Newhall,34.370378,-118.504118,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,1,67,4097,Support
482,2485-ITVKB,Northridge,34.236683,-118.517588,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,1,78,2643,Support
483,3669-OYSJI,Porter Ranch,34.281911,-118.556218,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,1,76,4167,Support
484,1612-EOHDH,Pacoima,34.255442,-118.421314,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,1,89,5828,Support
485,6702-OHFWR,Reseda,34.200175,-118.540958,Male,Yes,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,1,91,4972,Unknown
486,4510-PYUSH,Sylmar,34.321621,-118.399841,Female,Yes,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,1,75,3110,Support
487,7517-SAWMO,Granada Hills,34.291273,-118.505104,Female,No,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,1,97,4718,Support
488,4143-HHPMK,Mission Hills,34.266389,-118.459744,Male,No,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,1,98,6402,Support
489,7054-LGEQW,Canyon Country,34.422519,-118.420717,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,1,69,4888,Support
490,0923-PNFUB,Westlake Village,34.130992,-118.894673,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,1,65,4852,Support
491,3494-JCHRQ,Van Nuys,34.17847,-118.459472,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,1,69,2699,Support
492,6474-FVJLC,Sherman Oaks,34.146957,-118.432138,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,77,4546,Support
493,8840-DQLGN,Burbank,34.177267,-118.31003,Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,1,81,4745,Support
494,4547-LYTDD,North Hollywood,34.1692,-118.372498,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1,73,2850,Support
495,6770-XUAGN,North Hollywood,34.207295,-118.400022,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,Yes,1,90,3753,Support
496,4193-ORFCL,North Hollywood,34.187599,-118.387125,Female,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,1,70,2740,Support
497,7776-QWNFX,Chino,33.990646,-117.663025,Male,Yes,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,1,83,4795,Support
498,6689-TCZHQ,Claremont,34.127621,-117.717863,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,1,65,4054,Support
499,3143-ILDAL,El Monte,34.074492,-118.01462,Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,1,96,4830,Support
500,4720-VSTSI,Monterey Park,34.050322,-118.147037,Female,No,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,1,66,3997,Support
501,3946-MHCZW,Ontario,34.035602,-117.591528,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,1,83,5111,Support
502,6651-AZVTJ,Pomona,34.067932,-117.785168,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,1,83,6088,Support
503,4566-GOLUK,Rosemead,34.065108,-118.082791,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,1,98,3620,Support
504,2484-DGXPZ,San Dimas,34.102119,-117.815532,Female,No,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,1,67,2687,Support
505,4587-NUKOX,Walnut,34.018354,-117.85492,Female,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,1,74,5339,Support
506,0420-BWTPW,Chula Vista,32.636792,-117.054989,Male,No,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,1,78,5578,Support
507,8183-ONMXC,Chula Vista,32.605012,-116.97595,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,1,87,2176,Support
508,9614-RMGHA,Dulzura,32.622999,-116.687855,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,1,82,5530,Support
509,5054-IEXZT,Jacumba,32.649787,-116.2237,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,90,5284,Support
510,5834-ASPWA,Jamul,32.695681,-116.798386,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,1,74,5518,Support
511,3948-XHGNA,Bonsall,33.290907,-117.202895,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,80,5005,Support
512,0565-IYCGT,Cardiff By The Sea,33.015866,-117.272254,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,93,6230,Support
513,5445-UTODQ,Del Mar,32.948262,-117.256086,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,87,3238,Unknown
514,1024-VRZHF,Encinitas,33.054579,-117.25665,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,1,70,2044,Support
515,9497-QCMMS,Escondido,33.21846,-117.116916,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,81,5536,Competitor
516,0348-SDKOL,La Jolla,32.853743,-117.25034,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,1,96,4415,Moved
517,4373-MAVJG,Oceanside,33.194742,-117.29032,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,1,70,5148,Moved
518,8901-HJXTF,Oceanside,33.254497,-117.285879,Female,No,Yes,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,1,94,3747,Moved
519,5419-KLXBN,Palomar Mountain,33.309852,-116.823091,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,1,97,5853,Competitor
520,3424-NMNBO,Pauma Valley,33.313828,-116.940501,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,91,4739,Competitor
521,4514-GFCFI,Ramona,33.044541,-116.833922,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,1,99,5136,Competitor
522,9828-AOQLM,San Marcos,33.162624,-117.170863,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,1,99,3187,Competitor
523,8000-REIQB,Santee,32.847336,-116.997605,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,94,3208,Competitor
524,7615-ESMYF,Valley Center,33.25283,-116.986079,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,1,70,5482,Competitor
525,3858-VOBET,Vista,33.17494,-117.242761,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,1,89,5897,Competitor
526,1447-PJGGA,San Diego,32.72523,-117.171346,Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,1,93,5789,Competitor
527,8565-CLBZW,San Diego,32.716007,-117.117462,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,1,95,2050,Competitor
528,9139-WQQDY,San Diego,32.747484,-117.166877,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,1,90,4235,Competitor
529,0224-HJAPT,San Diego,32.741499,-117.127409,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,1,82,2857,Competitor
530,8086-OVPWV,San Diego,32.741859,-117.090353,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,1,99,2384,Competitor
531,9430-FRQOC,San Diego,32.71346,-117.236378,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,1,80,5587,Competitor
532,3074-GQWYX,San Diego,32.774046,-117.142454,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,87,3520,Competitor
533,6845-RGTYS,San Diego,32.76501,-117.19938,Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,1,80,4622,Dissatisfaction
534,8861-HGGKB,San Diego,32.762506,-117.07245,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,1,80,5699,Dissatisfaction
535,7065-YUNRY,San Diego,32.825086,-117.199424,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,69,3049,Dissatisfaction
536,7694-VLBWQ,Coronado,32.68674,-117.186612,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,1,74,4857,Dissatisfaction
537,4795-KTRTH,San Diego,32.85723,-117.209774,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,1,99,4287,Dissatisfaction
538,6481-OGDOO,San Diego,32.961064,-117.134917,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,1,73,4394,Dissatisfaction
539,3753-TSEMP,San Diego,32.677716,-117.047666,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,1,79,2524,Dissatisfaction
540,8305-VHZBZ,San Diego,32.578103,-117.012975,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,1,92,4325,Dissatisfaction
541,9172-JITSM,Palm Desert,33.762759,-116.324817,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,1,75,2641,Unknown
542,6298-QDFNH,Banning,33.936298,-116.849577,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,1,68,4718,Dissatisfaction
543,9961-JBNMK,Desert Center,33.889605,-115.257009,Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,1,87,4317,Dissatisfaction
544,6173-ITPWD,Heber,32.730583,-115.501083,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Yes,1,98,2516,Dissatisfaction
545,9734-UYXQI,Holtville,32.811001,-115.152865,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,1,97,5115,Dissatisfaction
546,2189-UXTKY,La Quinta,33.695532,-116.310571,Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,1,91,3410,Dissatisfaction
547,4958-GZWIY,North Palm Springs,33.906496,-116.569499,Male,No,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,1,98,2984,Unknown
548,6356-ELRKD,Rancho Mirage,33.763678,-116.429928,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,1,79,4091,Unknown
549,8624-GIOUT,Seeley,32.790282,-115.689559,Female,No,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,1,78,6006,Unknown
550,6179-GJPSO,Twentynine Palms,34.17211,-115.769773,Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,1,86,2833,Support
551,3177-LASXD,Westmorland,33.03679,-115.60503,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,1,77,2619,Support
552,4897-QSUYC,Amboy,34.559882,-115.637164,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,1,86,4939,Support
553,1084-UQCHV,Angelus Oaks,34.1678,-116.86433,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes,1,66,2901,Support
554,8290-YWKHZ,Apple Valley,34.55082,-117.122396,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,Yes,1,90,5247,Support
555,2955-BJZHG,Apple Valley,34.424926,-117.184503,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,1,77,5174,Support
556,3806-DXQOM,Baker,35.28952,-116.092214,Female,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,1,95,2563,Support
557,9300-RENDD,Cedar Glen,34.255203,-117.175654,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,1,99,4815,Support
558,0761-AETCS,Colton,34.030915,-117.273201,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,19.3,Yes,1,92,3236,Support
559,2153-MREFK,Fawnskin,34.274846,-116.937581,Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes,1,79,3599,Support
560,3106-ULWFW,Fontana,34.049671,-117.468896,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,1,95,2887,Support
561,0925-VYDLG,Ludlow,34.702766,-116.093376,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes,1,83,5898,Support
562,4349-GFQHK,Mentone,34.103578,-117.04054,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,Yes,1,87,4212,Support
563,7802-EFKNY,Redlands,34.064073,-117.166158,Male,No,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes,1,79,5865,Support
564,8035-BUYVG,Running Springs,34.186211,-117.07683,Male,No,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,1,67,5422,Support
565,9787-XVQIU,Sugarloaf,34.243088,-116.830015,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,1,100,3596,Support
566,8945-MUQUF,Tecopa,35.824572,-116.274755,Male,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,1,94,5074,Support
567,8051-HJRLT,Wrightwood,34.358321,-117.618263,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,1,82,2146,Support
568,3023-GFLBR,San Bernardino,34.084909,-117.258107,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,1,66,3336,Support
569,0524-IAVZO,Anza,33.527605,-116.666551,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,1,97,3698,Unknown
570,2737-YNGYW,Hemet,33.739415,-116.968339,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,1,69,2856,Support
571,5159-YFPKQ,Moreno Valley,33.88274,-117.224878,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,1,98,5270,Support
572,4021-RQSNY,Moreno Valley,33.907361,-117.109972,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes,1,72,5137,Support
573,9061-TIHDA,Murrieta,33.581045,-117.14719,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,1,97,2982,Support
574,8699-ASUFO,Nuevo,33.82769,-117.102244,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,Yes,1,96,4969,Support
575,7927-AUXBZ,Sun City,33.707483,-117.200006,Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,Yes,1,76,4417,Support
576,4695-WJZUE,Irvine,33.703976,-117.824172,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,1,80,3685,Support
577,7619-ODSGN,Foothill Ranch,33.698728,-117.67768,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,Yes,1,97,5699,Support
578,3988-RQIXO,Corona Del Mar,33.600987,-117.862734,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,1,71,2371,Support
579,2514-GINMM,Dana Point,33.477923,-117.705314,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,1,92,4490,Support
580,5931-FLJJF,Midway City,33.744439,-117.98588,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,1,83,3669,Support
581,2659-VXMWZ,Newport Coast,33.603282,-117.821841,Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,1,85,4146,Support
582,3207-OYBWH,Newport Beach,33.601309,-117.902304,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,1,86,6259,Support
583,4285-GYRQC,Newport Beach,33.606336,-117.893042,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,1,89,3344,Support
584,7216-EWTRS,Newport Beach,33.62251,-117.927024,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,1,65,3128,Support
585,8337-MSSXB,Trabuco Canyon,33.631119,-117.567346,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes,1,74,3677,Support
586,8182-BJDSI,Santa Ana,33.766004,-117.786763,Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,1,90,2468,Support
587,2528-HFYZX,Santa Ana,33.765893,-117.881533,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,1,92,3266,Support
588,2482-CZGBB,Anaheim,33.818,-117.974404,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes,1,67,3156,Support
589,0866-QLSIR,Garden Grove,33.764018,-117.931507,Female,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,Yes,1,75,5189,Support
590,7181-BQYBV,Garden Grove,33.782955,-118.026456,Female,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,1,85,4811,Support
591,6204-IEUXJ,Yorba Linda,33.897253,-117.792202,Female,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes,1,65,4330,Support
592,4529-CKBCL,Ventura,34.360261,-119.306383,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,1,85,4381,Support
593,2506-CLAKW,Ventura,34.279221,-119.221437,Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,1,80,3578,Support
594,1583-IHQZE,Camarillo,34.227846,-119.079903,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,1,97,3965,Support
595,0151-ONTOV,Moorpark,34.312945,-118.858169,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,1,78,4739,Support
596,4140-MUHUG,Oak View,34.404544,-119.302118,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,1,70,3561,Support
597,0320-JDNQG,Oxnard,34.18454,-119.224666,Male,No,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,1,83,3425,Unknown
598,7180-PISOG,Piru,34.432843,-118.730106,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,75,5554,Support
599,3571-RFHAR,Santa Paula,34.402343,-119.094824,Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes,1,99,6001,Support
600,9578-VRMNM,Summerland,34.420998,-119.60137,Female,No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes,1,73,4722,Support
601,1587-FKLZB,Santa Barbara,34.419203,-119.710008,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,1,96,4479,Support
602,6140-QNRQQ,Santa Barbara,34.438581,-119.685368,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,1,98,5739,Support
